user_id,recipe_id,recipe_name,score,review,review_length
generated-ebade550-0e51-4f47-b9d2-2899239d29a3,383778,Everyday French Breakfast- Baguette and Jam With Chocolate Milk,4,"It depends on the type of fruit used in the jam, but it's my breakfast. I prefer lactose-free milk for both macronutrients and flavor. Plus, it's a quick recipe.",161
generated-ebade550-0e51-4f47-b9d2-2899239d29a3,274170,A New Yorker's Real Italian Cheesecake,2,"I don't like sweets, and they're not good for my health. Cheesecakes are also particularly fatty.",97
generated-ebade550-0e51-4f47-b9d2-2899239d29a3,312520,Creamy Garlic-Parmesan Orzo,3,"I don't like creamy, soft foods; I prefer to chew them thoroughly. It seems like a simple dish, though. ",104
generated-ebade550-0e51-4f47-b9d2-2899239d29a3,229649,Pastissets (Powdered Sugar Cookies from Spain),3,"I would try them on a trip, and I would probably like them, but I wouldn't usually eat them because of the lard and sugar.",122
generated-ebade550-0e51-4f47-b9d2-2899239d29a3,221368,Chiles Rellenos Puffs,4,"It's an exotic dish, I like the ingredients and they seem small enough to not overdo the calories",97
generated-ebade550-0e51-4f47-b9d2-2899239d29a3,81150,Shredded Zucchini,1,I hate vegetables because of the taste and the soft texture of minced zucchini makes me nauseous,96
generated-ebade550-0e51-4f47-b9d2-2899239d29a3,49244,All-In-One Sponge Cake,2,"It depends on the ingredients it's filled with, I'd probably try it on a trip, otherwise no",91
generated-ebade550-0e51-4f47-b9d2-2899239d29a3,32441,Canary Island Cilantro Soup,5,"I would definitely try it, it's a simple, complete and healthy recipe.",70
generated-ebade550-0e51-4f47-b9d2-2899239d29a3,123947,Tilapia W/ Citrus Bagna Cauda,1,"I would never try it, it's a fatty dish with fish and probably a very strong flavour",84
generated-7b933d8c-4907-44d9-8dcb-0981eba8b07d,229043,Shrimp Zarzuela,1,"The recipe includes wine (sherry wine vinegar), which I avoid. This dish isn’t suitable for me, even though it is a popular traditional food from Spain.",152
generated-7b933d8c-4907-44d9-8dcb-0981eba8b07d,57033,Just Like Tony Packos Cabbage Rolls-Crock Pot - Copycat,4,"This cabbage rolls seems tempting and are made with familiar ingredients like cabbage, tomatoes, and spices — the kind of balanced flavors I prefer.",148
generated-7b933d8c-4907-44d9-8dcb-0981eba8b07d,66653,Homemade Sauerkraut Pierogies / Perogies - Old Fashioned Recipe,3,"I can eat this dish if it is made with halal ingredients, but I wouldn’t eat it regularly because I prefer to avoid foods that are too oily.",140
generated-7b933d8c-4907-44d9-8dcb-0981eba8b07d,311663,Le Lasagne Autentiche Siciliane Supreme,3,"This dish can only be suitable for me if it is made with halal ingredients. Even then, I wouldn’t eat it regularly because lasagna is usually quite heavy, oily, and rich, and I prefer lighter, more balanced meals.",213
generated-7b933d8c-4907-44d9-8dcb-0981eba8b07d,55241,Crispy Fish and Chips,4,This dish is suitable for me but I wouldn’t eat it regularly because fish and chips are usually deep-fried and quite oily.,122
generated-7b933d8c-4907-44d9-8dcb-0981eba8b07d,176292,Explorers Thin Crust Pizza,3,This can be suitable for me if the ingredients are halal.,57
generated-7b933d8c-4907-44d9-8dcb-0981eba8b07d,170962,Mustard-Baked Pork Chops W/Brie,1,Not suitable for me because of pork in the ingredients,54
generated-7b933d8c-4907-44d9-8dcb-0981eba8b07d,331489,Creamy Tomato Basil Tortellini Soup,5,"It is moderately healthy because of the tomatoes and Parmesan, but overall the dish is quite rich and creamy, so it’s something I would eat ocassionally.",153
generated-7b933d8c-4907-44d9-8dcb-0981eba8b07d,37718,Dee-Licious Bruschetta,5,"This dish is suitable for me because it’s made with fresh ingredients like tomatoes, basil, and olive oil, and it’s light and simple.",133
generated-7b933d8c-4907-44d9-8dcb-0981eba8b07d,175886,English Muffin French Toast!,5,"It’s suitable for me and I enjoy it, but I wouldn’t consider it an everyday healthy option.",91
generated-0472f99e-4029-4764-966e-644d0cc4a0ad,57033,Just Like Tony Packos Cabbage Rolls-Crock Pot - Copycat,4,"I like cabbage a lot, and I often eat stuffed savoy cabbage rolls, so this recipe fits my taste and my idea of home cooking, which is simple and practical.",155
generated-0472f99e-4029-4764-966e-644d0cc4a0ad,136853,Greek Walnut Pie,5,"I’ve tried baklava before and enjoy it, even if I find it very sweet and a bit heavy over time. This version looks lighter and more balanced, so it’s definitely a dessert I could see myself ordering at a restaurant.",215
generated-0472f99e-4029-4764-966e-644d0cc4a0ad,280067,Cheesecake Factory Shrimp Scampi,2,"Even though it’s a pasta dish, I usually avoid combining seafood with dairy, and I prefer fish based sauces with a tomato base. It also feels like an American copy of Mediterranean cuisine, which doesn’t match my usual preferences.",231
generated-0472f99e-4029-4764-966e-644d0cc4a0ad,3168,Italian Chicken Breasts,4,"This recipe suits my routine because I often look for simple, quick dishes I can cook on a busy day, and chicken is something I prepare quite regularly. I could easily see myself making this in the air fryer, which fits well with my practical, everyday cooking style.",267
generated-0472f99e-4029-4764-966e-644d0cc4a0ad,110806,Spinach Ricotta Frittata,2,"This recipe isn’t a good match for me because I prefer not to eat eggs when they’re very cooked, and I rarely use ricotta in my dishes. However, the overall idea fits my habit of choosing quick, simple meals, and with a few adjustments to the ingredients and cooking method it would be very similar to something I already eat.",326
generated-0472f99e-4029-4764-966e-644d0cc4a0ad,55241,Crispy Fish and Chips,5,"Even though I don’t usually cook fried fish at home and prefer lighter preparations, this is exactly the kind of dish I would order at a restaurant or choose when I’m stressed and craving something savory.",205
generated-0472f99e-4029-4764-966e-644d0cc4a0ad,176292,Explorers Thin Crust Pizza,5,"I really enjoy pizza, and even the weakest version or one with unusual, creative toppings is still something I find enjoyable.",126
generated-0472f99e-4029-4764-966e-644d0cc4a0ad,32566,Greek Oven Roast Potatoes,5,"Roasted potatoes are exactly the kind of simple, comforting side dish I enjoy. They fit perfectly with the straightforward, everyday cooking I tend to prefer, and I would happily choose them in almost any context.",213
generated-0472f99e-4029-4764-966e-644d0cc4a0ad,220946,Smashed Red Potatoes With Parmesan Basil Butter,5,"Mashed potatoes are another side dish I really enjoy, especially paired with slow-cooked meats. They’re easy to prepare, simple to adjust in flavor or texture, and fit well with the way I usually cook.",201
generated-0472f99e-4029-4764-966e-644d0cc4a0ad,166577,"Baked Penne With Roasted Vegetables,courtesy Giada De La",1,"I don’t usually eat reheated pasta, and the only baked pasta I truly enjoy is lasagna, so this isn’t a dish I would make for myself. The presentation also doesn’t really spark my interest.",188
generated-1778d1bf-f138-4d31-a4af-43ffa5699df0,57033,Just Like Tony Packos Cabbage Rolls-Crock Pot - Copycat,2,"they don't look good, the recipe looks good, but I don't know what's inside",75
generated-1778d1bf-f138-4d31-a4af-43ffa5699df0,162765,Properly Prepared Spaghetti Squash,3,"It looks like mashed potatoes, it doesn't really inspire me since I have nothing else to accompany it",101
generated-1778d1bf-f138-4d31-a4af-43ffa5699df0,307568,Greek Butter Cookies,2,"They seem very sugary to me, which I don't like, they would make me nauseous because I don't like things that are too sweet",123
generated-1778d1bf-f138-4d31-a4af-43ffa5699df0,123947,Tilapia W/ Citrus Bagna Cauda,1,I don't like bagna cauda because there's a lot of garlic in it which makes it quite heavy.,90
generated-1778d1bf-f138-4d31-a4af-43ffa5699df0,46939,Italian Nut Biscotti,4,"I like these biscuits, I would gladly eat them, they remind me of autumn/winter",79
generated-1778d1bf-f138-4d31-a4af-43ffa5699df0,317048,Baked Rice Pudding (Unni Riisipuuro),1,"too many different consistencies, it would bother me and I wouldn't be able to eat it",85
generated-1778d1bf-f138-4d31-a4af-43ffa5699df0,82680,Avanti's Sweet Bread,4,"I really like bread, so I would gladly eat it",45
generated-1778d1bf-f138-4d31-a4af-43ffa5699df0,37718,Dee-Licious Bruschetta,5,"very good, simple but always fantastic, I love toasted bread and also cherry tomatoes especially if seasoned with basil",119
generated-1778d1bf-f138-4d31-a4af-43ffa5699df0,134152,Maureen's Chicken Schnitzel-Lite,4,"a breaded chicken cutlet, it's fine, I wouldn't mind, I'd eat it",64
generated-1778d1bf-f138-4d31-a4af-43ffa5699df0,84217,Marinara Sauce of Alan Leonetti (2 Servings) (((The Best))),3,"some simple marinara sauce, I don't really like sauce but I still eat it every now and then",91
generated-1b75bc75-a124-444a-a482-fb761969b2ac,92096,Authentic Italian Tomato Sauce,4,"Easy to prepare, flavorful,usefull when you have not too much time for cooking",78
generated-1b75bc75-a124-444a-a482-fb761969b2ac,506,Yummy and Comforting Chicken Tetrazzini,3,not us much the type of food that i'll prepare for my lifestyle,63
generated-1b75bc75-a124-444a-a482-fb761969b2ac,249180,"Courgette / Zucchini Pasta With Chili, Garlic & Parmesan",4,nice and good easy to do and very fast to prepare,49
generated-1b75bc75-a124-444a-a482-fb761969b2ac,3168,Italian Chicken Breasts,5,my type of preparation ad actually the most frequent food that i prepare ,73
generated-1b75bc75-a124-444a-a482-fb761969b2ac,120815,Grilled Feta and Tomato Sandwich,4,i like the flavour of the feta cheese and i like to have it in all it's different preparations,94
generated-1b75bc75-a124-444a-a482-fb761969b2ac,235542,Strawberry Snow,1,"too sweet for my taste, i like the fruits but not too combined in shakes",72
generated-1b75bc75-a124-444a-a482-fb761969b2ac,110806,Spinach Ricotta Frittata,5,my must have i the friday post gym lunch very very good,55
generated-1b75bc75-a124-444a-a482-fb761969b2ac,254355,Chicken Noodle Tetrazzini - a Little Healthier,4,"good dish, i prepare a variance of it once a week",49
generated-1b75bc75-a124-444a-a482-fb761969b2ac,170094,Pressure Cooker Hungarian Chicken,3,i personally don't like the skin fact but the idea is not too bad ,66
generated-1b75bc75-a124-444a-a482-fb761969b2ac,18481,Fish and Chips,2,not the main dish that I would like to prepare this decision is base on the fact that i don't like the fish too much,116
generated-d363f2c2-d3e3-4303-ab23-02a53ad1c8c4,506,Yummy and Comforting Chicken Tetrazzini,4,"It suits me because it's simple. I also like chicken, and I can serve it with salads, which I really like.",106
generated-d363f2c2-d3e3-4303-ab23-02a53ad1c8c4,19871,Italian Chicken in a Skillet,1,"Not suitable for me, since in Italy we don't eat pasta with chicken.",68
generated-d363f2c2-d3e3-4303-ab23-02a53ad1c8c4,21182,"Irish ""matter of Fact Peas"" (Mushy Peas)",1,"Not suitable for me because, during my time in England, I tried English food but didn't like it at all.",103
generated-d363f2c2-d3e3-4303-ab23-02a53ad1c8c4,331489,Creamy Tomato Basil Tortellini Soup,3,Quite suitable because tortellini is a typical Italian dish. I don't like that they are “creamy.” ,98
generated-d363f2c2-d3e3-4303-ab23-02a53ad1c8c4,221368,Chiles Rellenos Puffs,4,It suits me because it seems like a typical dish from somewhere in South America. I would try it if I were on vacation there.,125
generated-d363f2c2-d3e3-4303-ab23-02a53ad1c8c4,25521,No Frosting Needed Cupcakes,1,Not suitable for me as I don't like sweets and desserts.,56
generated-d363f2c2-d3e3-4303-ab23-02a53ad1c8c4,120815,Grilled Feta and Tomato Sandwich,4,"Suitable, I really like Greek food. I see some cheese, which I like.",68
generated-d363f2c2-d3e3-4303-ab23-02a53ad1c8c4,248743,Pink Mediterranean Pasta Sauce,3,"It seems quite suitable to me, as it's Mediterranean pasta. However, I don't understand the ingredients, so my rating is 3/5.",125
generated-d363f2c2-d3e3-4303-ab23-02a53ad1c8c4,229649,Pastissets (Powdered Sugar Cookies from Spain),2,Not very suitable as I don't really like sweets or cookies.,59
generated-d363f2c2-d3e3-4303-ab23-02a53ad1c8c4,26251,Rice Seasoning Mix,3,"This recipe is quite suitable for me, as I quite like rice.",59
generated-2f1e7452-484d-4860-8c19-55ffdb57b8d7,248743,Pink Mediterranean Pasta Sauce,4,"Since pasta is one of my favorite foods, my rating for this recipe is high.",75
generated-2f1e7452-484d-4860-8c19-55ffdb57b8d7,26485,Rigatoni and Sausage Bake,4,My rating is good because this recipe is balanced and can be an excellent meal that is not excessively heavy,108
generated-2f1e7452-484d-4860-8c19-55ffdb57b8d7,312520,Creamy Garlic-Parmesan Orzo,3,My rating is 3 because I'm not a big fan of barley.,51
generated-2f1e7452-484d-4860-8c19-55ffdb57b8d7,37701,Coq Au Vin (Chicken Braised in Red Wine),4,My rating is 4 out of 5 because the dish is always good even if I don't drink alcohol and as per tradition wine accompanies this meal.,134
generated-2f1e7452-484d-4860-8c19-55ffdb57b8d7,34510,Sue's Reuben Sandwich,4,My rating is positive because every now and then I like to make meals like this,79
generated-2f1e7452-484d-4860-8c19-55ffdb57b8d7,21182,"Irish ""matter of Fact Peas"" (Mushy Peas)",4,My rating is 4 because the dish contains meat (Bangers) and is served with vegetables,85
generated-2f1e7452-484d-4860-8c19-55ffdb57b8d7,261598,Italian Butter Cookies   1952,5,I give this recipe the highest rating because I like sweets,59
generated-2f1e7452-484d-4860-8c19-55ffdb57b8d7,46939,Italian Nut Biscotti,4,I give this dish a rating of 4 because anise is used in this recipe. That's why I didn't give it a 5 out of 5.,110
generated-2f1e7452-484d-4860-8c19-55ffdb57b8d7,383778,Everyday French Breakfast- Baguette and Jam With Chocolate Milk,3,I give it 3 out of 5 because I'm not a big fan of savory breakfasts.,68
generated-2f1e7452-484d-4860-8c19-55ffdb57b8d7,265711,Chicken Cacciatore (Pressure Cooker),5,I give this dish the highest rating because chicken cacciatore is a dish that I have eaten many times and I like it a lot.,122
generated-92280cc0-9721-4ba6-a67b-9d8aecc3e64a,62692,Lemon Tiramisu,2,I don't think the combination is proper and I don't think I would like it,73
generated-92280cc0-9721-4ba6-a67b-9d8aecc3e64a,32566,Greek Oven Roast Potatoes,5,"Just amazing, I mean amazing, aaamazing, I love potatoes, called patate in Italian ",83
generated-92280cc0-9721-4ba6-a67b-9d8aecc3e64a,134152,Maureen's Chicken Schnitzel-Lite,4,"mmm ok interesting, not as good as the traditional schnitzel, but still good I guess",84
generated-92280cc0-9721-4ba6-a67b-9d8aecc3e64a,36346,Greek Lemon Pilaf,4,"ok, before you had my curiosity, now you have my attention",58
generated-92280cc0-9721-4ba6-a67b-9d8aecc3e64a,283497,Authentic Spanish Rice,4,"I don't know what you mean, it's just rice or kind of paella?! Still good, but paella is better",95
generated-92280cc0-9721-4ba6-a67b-9d8aecc3e64a,249180,"Courgette / Zucchini Pasta With Chili, Garlic & Parmesan",2,"Naaaah naaah, the zucchine seems raw, I prefer them well cooked, naaah",70
generated-92280cc0-9721-4ba6-a67b-9d8aecc3e64a,250065,Ww Fettuccine Alfredo,3,"what is the ""ww""? I like them, but please do not add the shrimp and mushroom together, please naaah",99
generated-92280cc0-9721-4ba6-a67b-9d8aecc3e64a,176451,Panera Bread Tomato Mozzarella Salad,5,"A M A Z I N G, simple and perfect, guilty pleasure ",51
generated-92280cc0-9721-4ba6-a67b-9d8aecc3e64a,135496,Whole Roasted Shallots and Potatoes With Rosemary,3,"Potetoes perfect, I don't know the Shallots, but maybe it's good",64
generated-92280cc0-9721-4ba6-a67b-9d8aecc3e64a,18481,Fish and Chips,3,I like it but I don't think I never eat a really good one,57
generated-503b1cc8-8cae-4e13-9a72-6e1b45078a2b,72409,Lazy Stuffed Cabbage Casserole,1,"It seems to contain meat, so not suitable for the vegan diet I follow",69
generated-503b1cc8-8cae-4e13-9a72-6e1b45078a2b,55404,Penne Pasta with Vegetables,4,"The recipe is vegan and economical and quick to make, so it's fine for my diet. The photo is not very inviting",110
generated-503b1cc8-8cae-4e13-9a72-6e1b45078a2b,265711,Chicken Cacciatore (Pressure Cooker),1,Contains meat so not suitable for my vegan diet.,48
generated-503b1cc8-8cae-4e13-9a72-6e1b45078a2b,494768,Kickin' Ranch Pasta With Meatballs #RSC,1,I'm vegan and this recipe contains meat so it's not good,56
generated-503b1cc8-8cae-4e13-9a72-6e1b45078a2b,32959,Creamy Cheddar Fondue,1,"I'm vegan and lactose intolerant, so this recipe is not good. Also, it's not a real recipe but an assembly of things.",117
generated-503b1cc8-8cae-4e13-9a72-6e1b45078a2b,493958,Tuscan Sun White Bean Chicken Soup #RSC,1,I'm vegan and this recipe contains chicken as the main ingredient.,66
generated-503b1cc8-8cae-4e13-9a72-6e1b45078a2b,34510,Sue's Reuben Sandwich,1,"I'm vegan and this recipe contains meat, so it's not good.",58
generated-503b1cc8-8cae-4e13-9a72-6e1b45078a2b,209429,Garlicky Chicken or Pork Souvlaki,1,I'm vegan and this recipe contains meat so it's not good.,57
generated-503b1cc8-8cae-4e13-9a72-6e1b45078a2b,229043,Shrimp Zarzuela,1,I'm vegan and this recipe contains shrimp so it's not good.,59
generated-503b1cc8-8cae-4e13-9a72-6e1b45078a2b,66653,Homemade Sauerkraut Pierogies / Perogies - Old Fashioned Recipe,1,"Pierogies are usually not a vegan food, so it's not good as a recipe.",69
generated-266d7b9a-0401-4093-8a56-3c57a3c7b738,202416,Simple Homemade Refried Beans,1,I remember explicitly stating that I don't like beans before,60
generated-266d7b9a-0401-4093-8a56-3c57a3c7b738,504392,Lemon Baked Cod (Ovnsstekt Torsk Med Sitron),1,"too complex, I said that I typically eat things that I can ""cook"" fast",70
generated-266d7b9a-0401-4093-8a56-3c57a3c7b738,49774,Rheinlander Restaurant Cheese Fondue,1,"Too complex food, very far from mediterraean cuisine, something I'll never eat",78
generated-266d7b9a-0401-4093-8a56-3c57a3c7b738,493958,Tuscan Sun White Bean Chicken Soup #RSC,1,I said before that I don't like beans. How can a chicken soup be easy? I didn't even now that a chicken soup exists,115
generated-266d7b9a-0401-4093-8a56-3c57a3c7b738,150490,Broccoli With Garlic and White Wine: Broccoli Con Aglio E Frasca,3,"could be ok, it seems quite fast, easy and healthy",50
generated-266d7b9a-0401-4093-8a56-3c57a3c7b738,209429,Garlicky Chicken or Pork Souvlaki,1,"I don't know what is ""very garlicky chicken souvlaki"". Seems something complex",78
generated-266d7b9a-0401-4093-8a56-3c57a3c7b738,120815,Grilled Feta and Tomato Sandwich,4,"very fast, easy, healthy (from the image). It contain bread, tomato and some kind of greek yogurt (?). I like it",112
generated-266d7b9a-0401-4093-8a56-3c57a3c7b738,134152,Maureen's Chicken Schnitzel-Lite,4,"Seems something very cool if it contains peppers, bread omelette.",65
generated-266d7b9a-0401-4093-8a56-3c57a3c7b738,32441,Canary Island Cilantro Soup,1,I don't know what is a chicken soup. Too complex,48
generated-266d7b9a-0401-4093-8a56-3c57a3c7b738,213476,Mushrooms in Cream,1,I don't like it. too complex to cook !! !,41
generated-cba0eefb-360c-4666-8b30-af3762da3847,81150,Shredded Zucchini,3,"I like to eat vegetables in a more natural form, but I could try them in a dinner with friends, for example.",108
generated-cba0eefb-360c-4666-8b30-af3762da3847,150490,Broccoli With Garlic and White Wine: Broccoli Con Aglio E Frasca,5,"I really love both broccoli and garlic, and I often cook them in a similar way.",79
generated-cba0eefb-360c-4666-8b30-af3762da3847,266269,Pignoli Cookies (Italian Pine Nut Cookies),2,I don't really like sweet food and it seems a little bit dry for me.,68
generated-cba0eefb-360c-4666-8b30-af3762da3847,20707,St. Patty's Day Corned Beef,2,"I like meat, but it always has to be well cooked.",49
generated-cba0eefb-360c-4666-8b30-af3762da3847,27193,Helen's Zucchini Casserole,2,"I prefer to avoid preparations that are too elaborate, where too many ingredients are put together.",99
generated-cba0eefb-360c-4666-8b30-af3762da3847,317048,Baked Rice Pudding (Unni Riisipuuro),1,"I love rice, but I do not particularly enjoy pudding-like textures.",67
generated-cba0eefb-360c-4666-8b30-af3762da3847,250065,Ww Fettuccine Alfredo,1,"For me, pasta has to be well balanced and should not contain too many ingredients.",82
generated-cba0eefb-360c-4666-8b30-af3762da3847,383778,Everyday French Breakfast- Baguette and Jam With Chocolate Milk,4,"Even if I prefer a savory breakfast, this is something comforting for me.",73
generated-cba0eefb-360c-4666-8b30-af3762da3847,162765,Properly Prepared Spaghetti Squash,4,It looks good and easy to cook as a side dish. ,47
generated-cba0eefb-360c-4666-8b30-af3762da3847,179299,Layered Zucchini Lasagna(No Noodles!),2,"I only appreciate the original version of lasagna because, for me, it represents the dish of Christmas holiday lunches.",119
generated-f991180e-36b3-4282-a471-54e7253b2b6b,27193,Helen's Zucchini Casserole,4,"This dish perfectly reflects my background, as zucchini and tomato are staples of my family's rustic cooking. It fits my preference for healthy and balanced food. Although the total time is slightly longer than my usual quick meals, I appreciate that it is mostly passive oven cooking. I can just leave it there without constant attention, which still works for my schedule.",374
